index,bearing,latitude_geo,longitude_geo,speed_over_ground,desired_operating_speed_engine,engine_speed,fuel_delivery_pressure_sensor,fuel_pressure,fuel_rate,level_engine_coolant,load,engine_oil_filter_diff_pressure_j1939,oil_pressure,position_accelerator_pedal_1,position_engine_throttle,potential_battery_power_input_1,pressure_diff_fuel_filter,pressure_engine_coolant ,pressure_engine_crankcase,pressure_engine_inlet_air,pressure_engine_intake_manifold_1,rated_speed_engine,running_hours,temperature_ambient_air,temperature_engine_air_inlet,temperature_engine_coolant,temperature_engine_fuel_1,temperature_engine_intake_manifold_1,left_manifold_exh_gas_temperature,right_manifold_exh_gas_temperature,total_average_fuel_rate_engine,total_fuel_used_engine,transmission_1_oil_pressure,transmission_oil_temperature_1,trip_fuel_engine,acceleration_x,acceleration_y,acceleration_z,operation,year,month,day,hour,minute,second
86,98.6753,50.417496,7.560416,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0.54545456,0,0,0,0,0,412.35,0,0,65,0,66,117.281,92.938,84.45,34824,13.090909,26,34824,0.01143344,-0.09576,-0.00019152,0,2021,6,1,0,9,52
87,98.6753,50.417496,7.560416,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0.54545456,0,0,0,0,0,412.35,0,0,65,0,66,117.281,92.938,84.45,34824,13.090909,26,34824,0.01143344,-0.09576,-0.00019152,0,2021,6,1,0,9,53
88,98.6753,50.417496,7.560416,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0.54545456,0,0,0,0,0,412.35,0,0,65,0,66,117.281,92.938,84.45,34824,13.090909,26,34824,0.02790416,-0.10456992,0.0105336,0,2021,6,1,0,9,56
89,98.6753,50.417496,7.560416,0,650,0,0,0,0,0,0,0,0,0,0,25.65,1.0909091,0,0,0,0,0,412.35,0,0,65,0,66,117.281,92.938,84.45,34824,16,26,34824,0.02790416,-0.10456992,0.0105336,0,2021,6,1,0,10,6
90,98.6753,50.417496,7.560416,0,650,0,0,0,0,0,0,0,0,0,0,25.65,1.0909091,0,0,0,0,0,412.35,0,0,65,0,66,117.281,92.938,84.45,34824,16,26,34824,0.01717904,-0.11069856,-0.00306432,0,2021,6,1,0,10,8
91,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,1.0909091,0,0,0,0,0,412.35,0,0,65,0,66,117.281,92.938,84.45,34824,16,26,34824,0.01641296,-0.11357136,0.01091664,0,2021,6,1,0,10,20
92,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,1.0909091,0,0,0,0,0,412.35,0,0,65,0,66,117.281,92.938,84.45,34824,16,26,34824,0.01641296,-0.11357136,0.01091664,0,2021,6,1,0,10,21
93,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,1.0909091,0,0,0,0,0,412.35,0,0,65,0,66,117.281,92.938,84.45,34824,16,26,34824,0.01641296,-0.11357136,0.01091664,0,2021,6,1,0,10,22
94,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,1.0909091,0,0,0,0,0,412.35,0,0,65,0,66,116.594,92.281,84.45,34824,16,26,34824,0.01641296,-0.11357136,0.01091664,0,2021,6,1,0,10,23
95,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,1.0909091,0,0,0,0,0,412.35,0,0,65,0,66,116.594,92.281,84.45,34824,16,26,34824,0.0158384,-0.11031552,0.0057456,0,2021,6,1,0,10,33
96,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,1.4,0,0,0,0,0,412.35,0,0,65,0,66,116.594,92.281,84.45,34824,14.4,26,34824,0.0158384,-0.11031552,0.0057456,0,2021,6,1,0,10,36
97,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,1.4,0,0,0,0,0,412.35,0,0,65,0,66,116.594,92.281,84.45,34824,14.4,26,34824,0.01660448,-0.10322928,0.01398096,0,2021,6,1,0,10,45
98,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,1.4,0,0,0,0,0,412.35,0,0,65,0,66,116.594,92.281,84.45,34824,14.4,26,34824,0.01660448,-0.10322928,0.01398096,0,2021,6,1,0,10,50
99,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,1.4,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.031,84.45,34824,14.4,26,34824,0.01660448,-0.10322928,0.01398096,0,2021,6,1,0,10,51
100,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,1.4,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.031,84.45,34824,14.4,26,34824,0.01660448,-0.10322928,0.01398096,0,2021,6,1,0,10,52
101,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,1.4,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.031,84.45,34824,14.4,26,34824,0.01660448,-0.10322928,0.01398096,0,2021,6,1,0,10,53
102,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,1.4,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.031,84.45,34824,14.4,26,34824,0.01851968,-0.110124,0.00612864,0,2021,6,1,0,10,58
103,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.031,84.45,34824,14.545455,26,34824,0.01851968,-0.110124,0.00612864,0,2021,6,1,0,11,5
104,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.031,84.45,34824,14.545455,26,34824,0.02618048,-0.09748368,0.00344736,0,2021,6,1,0,11,10
105,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.031,84.45,34824,14.545455,26,34824,0.02618048,-0.09748368,0.00344736,0,2021,6,1,0,11,20
106,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.031,84.45,34824,14.545455,26,34824,0.02618048,-0.09748368,0.00344736,0,2021,6,1,0,11,21
107,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.281,84.45,34824,14.545455,26,34824,0.016796,-0.11625264,0.00325584,0,2021,6,1,0,11,22
108,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.281,84.45,34824,14.545455,26,34824,0.016796,-0.11625264,0.00325584,0,2021,6,1,0,11,23
109,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.281,84.45,34824,14.545455,26,34824,0.01564688,-0.11223072,-0.00555408,0,2021,6,1,0,11,35
110,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.281,84.45,34824,14.545455,26,34824,0.01564688,-0.11223072,-0.00555408,0,2021,6,1,0,11,36
111,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.281,84.45,34824,14.545455,26,34824,0.00760304,-0.10361232,0.00804384,0,2021,6,1,0,11,48
112,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.281,84.45,34824,14.545455,26,34824,0.00760304,-0.10361232,0.00804384,0,2021,6,1,0,11,50
113,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.281,84.45,34824,14.545455,26,34824,0.00760304,-0.10361232,0.00804384,0,2021,6,1,0,11,51
114,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.281,84.45,34824,14.545455,26,34824,0.00760304,-0.10361232,0.00804384,0,2021,6,1,0,11,52
115,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.281,84.45,34824,14.545455,26,34824,0.00760304,-0.10361232,0.00804384,0,2021,6,1,0,11,53
116,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.281,84.45,34824,14.545455,26,34824,0.01545536,-0.10686816,0.0028728,0,2021,6,1,0,12,0
117,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.281,84.45,34824,14.4,26,34824,0.01545536,-0.10686816,0.0028728,0,2021,6,1,0,12,6
118,98.6753,50.417496,7.560415,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.281,84.45,34824,14.4,26,34824,0.01162496,-0.10878336,0.00900144,0,2021,6,1,0,12,12
119,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,92.281,84.45,34824,14.4,26,34824,0.01162496,-0.10878336,0.00900144,0,2021,6,1,0,12,20
120,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,114.813,92.281,84.45,34824,14.4,26,34824,0.01162496,-0.10878336,0.00900144,0,2021,6,1,0,12,21
121,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,114.813,92.281,84.45,34824,14.4,26,34824,0.01162496,-0.10878336,0.00900144,0,2021,6,1,0,12,22
122,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,114.813,92.281,84.45,34824,14.4,26,34824,0.01162496,-0.10878336,0.00900144,0,2021,6,1,0,12,23
123,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,114.813,92.281,84.45,34824,14.4,26,34824,0.0091352,-0.11912544,0.0028728,0,2021,6,1,0,12,25
124,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,114.813,92.281,84.45,34824,16,26.181818,34824,0.0091352,-0.11912544,0.0028728,0,2021,6,1,0,12,35
125,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,114.813,92.281,84.45,34824,16,26.181818,34824,0.01564688,-0.12314736,0.00995904,0,2021,6,1,0,12,37
126,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,114.813,92.281,84.45,34824,16,26.181818,34824,0.01622144,-0.11816784,0.0086184,0,2021,6,1,0,12,50
127,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,114.813,92.281,84.45,34824,16,26.181818,34824,0.01622144,-0.11816784,0.0086184,0,2021,6,1,0,12,51
128,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,115.719,91.344,84.45,34824,16,26.181818,34824,0.01622144,-0.11816784,0.0086184,0,2021,6,1,0,12,52
129,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,115.719,91.344,84.45,34824,16,26.181818,34824,0.01622144,-0.11816784,0.0086184,0,2021,6,1,0,12,53
130,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,115.719,91.344,84.45,34824,16,26.181818,34824,0.01622144,-0.11816784,0.0086184,0,2021,6,1,0,12,54
131,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,115.719,91.344,84.45,34824,16,26.181818,34824,0.01047584,-0.11031552,0.0057456,0,2021,6,1,0,13,2
132,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,91.344,84.45,34824,16,26,34824,0.01047584,-0.11031552,0.0057456,0,2021,6,1,0,13,6
133,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,91.344,84.45,34824,16,26,34824,0.02292464,-0.1024632,0.00325584,0,2021,6,1,0,13,15
134,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,91.344,84.45,34824,16,26,34824,0.02292464,-0.1024632,0.00325584,0,2021,6,1,0,13,21
135,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,115.719,91.344,84.45,34824,16,26,34824,0.02292464,-0.1024632,0.00325584,0,2021,6,1,0,13,22
136,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,114.813,91.344,84.45,34824,16,26,34824,0.02292464,-0.1024632,0.00325584,0,2021,6,1,0,13,23
137,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,114.813,91.344,84.45,34824,16,26,34824,0.02292464,-0.1024632,0.00325584,0,2021,6,1,0,13,24
138,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,65,0,66,114.813,91.344,84.45,34824,16,26,34824,0.01986032,-0.10878336,0.00440496,0,2021,6,1,0,13,27
139,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,64.9,0,66,114.813,91.344,84.45,34824,12.8,26,34824,0.01986032,-0.10878336,0.00440496,0,2021,6,1,0,13,36
140,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,64.9,0,66,114.813,91.344,84.45,34824,12.8,26,34824,0.01545536,-0.12697776,0.00325584,0,2021,6,1,0,13,40
141,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.7,2,0,0,0,0,0,412.35,0,0,64.9,0,66,114.813,91.344,84.45,34824,12.8,26,34824,0.01545536,-0.12697776,0.00325584,0,2021,6,1,0,13,51
142,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.9,0,66,114.813,91.344,84.45,34824,12.8,26,34824,0.01162496,-0.105336,0.00497952,0,2021,6,1,0,13,52
143,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.9,0,66,114.813,91.344,84.45,34824,12.8,26,34824,0.01162496,-0.105336,0.00497952,0,2021,6,1,0,13,53
144,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.72727,0,66,114.813,91.344,84.45,34824,10.181818,26,34824,0.02139248,-0.09882432,0.009576,0,2021,6,1,0,14,5
145,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.72727,0,66,114.813,91.344,84.45,34824,10.181818,26,34824,0.01698752,-0.10073952,0.00536256,0,2021,6,1,0,14,17
146,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.72727,0,66,114.813,91.344,84.45,34824,10.181818,26,34824,0.01698752,-0.10073952,0.00536256,0,2021,6,1,0,14,21
147,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.72727,0,66,113.906,91.344,84.45,34824,10.181818,26,34824,0.01698752,-0.10073952,0.00536256,0,2021,6,1,0,14,22
148,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.72727,0,66,113.906,91.344,84.45,34824,10.181818,26,34824,0.01698752,-0.10073952,0.00536256,0,2021,6,1,0,14,23
149,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.72727,0,66,113.906,91.344,84.45,34824,10.181818,26,34824,0.01698752,-0.10073952,0.00536256,0,2021,6,1,0,14,24
150,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.72727,0,66,113.906,91.344,84.45,34824,10.181818,26,34824,0.01890272,-0.10763424,0.00248976,0,2021,6,1,0,14,30
151,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,113.906,91.344,84.45,34824,13.090909,26,34824,0.01890272,-0.10763424,0.00248976,0,2021,6,1,0,14,36
152,98.6753,50.417496,7.560414,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,113.906,91.344,84.45,34824,13.090909,26,34824,0.01564688,-0.10591056,0.00727776,0,2021,6,1,0,14,42
153,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,113.906,91.344,84.45,34824,13.090909,26,34824,0.01564688,-0.10591056,0.00727776,0,2021,6,1,0,14,51
154,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,113.906,91.344,84.45,34824,13.090909,26,34824,0.01564688,-0.10591056,0.00727776,0,2021,6,1,0,14,52
155,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,113.688,91.094,84.45,34824,13.090909,26,34824,0.01564688,-0.10591056,0.00727776,0,2021,6,1,0,14,53
156,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,113.688,91.094,84.45,34824,13.090909,26,34824,0.01564688,-0.10591056,0.00727776,0,2021,6,1,0,14,54
157,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.818184,0,66,113.688,91.094,84.45,34824,13.090909,26,34824,0.01468928,-0.10495296,0.01168272,0,2021,6,1,0,14,55
158,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.6,0,66,113.688,91.094,84.45,34824,12.8,25.8,34824,0.01468928,-0.10495296,0.01168272,0,2021,6,1,0,15,6
159,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.6,0,66,113.688,91.094,84.45,34824,12.8,25.8,34824,0.01258256,-0.10552752,0.00517104,0,2021,6,1,0,15,7
160,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.6,0,66,113.688,91.094,84.45,34824,12.8,25.8,34824,0.021584,-0.1129968,0.00976752,0,2021,6,1,0,15,19
161,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.6,0,66,114.156,91.094,84.45,34824,12.8,25.8,34824,0.021584,-0.1129968,0.00976752,0,2021,6,1,0,15,21
162,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.6,0,66,114.156,91.094,84.45,34824,12.8,25.8,34824,0.021584,-0.1129968,0.00976752,0,2021,6,1,0,15,22
163,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.6,0,66,114.156,91.094,84.45,34824,12.8,25.8,34824,0.021584,-0.1129968,0.00976752,0,2021,6,1,0,15,23
164,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.6,0,66,114.156,91.094,84.45,34824,12.8,25.8,34824,0.021584,-0.1129968,0.00976752,0,2021,6,1,0,15,24
165,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.6,0,66,114.156,91.094,84.45,34824,12.8,25.8,34824,0.0187112,-0.11433744,0.01455552,0,2021,6,1,0,15,32
166,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.454544,0,66,114.156,91.094,84.45,34824,11.636364,26,34824,0.0187112,-0.11433744,0.01455552,0,2021,6,1,0,15,36
167,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.454544,0,66,114.156,91.094,84.45,34824,11.636364,26,34824,0.02407376,-0.11950848,-0.0019152,0,2021,6,1,0,15,44
168,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.454544,0,66,114.156,91.094,84.45,34824,11.636364,26,34824,0.02407376,-0.11950848,-0.0019152,0,2021,6,1,0,15,51
169,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.454544,0,66,113.25,90.156,84.45,34824,11.636364,26,34824,0.02407376,-0.11950848,-0.0019152,0,2021,6,1,0,15,52
170,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.454544,0,66,113.25,90.156,84.45,34824,11.636364,26,34824,0.02407376,-0.11950848,-0.0019152,0,2021,6,1,0,15,53
171,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.454544,0,66,113.25,90.156,84.45,34824,11.636364,26,34824,0.02407376,-0.11950848,-0.0019152,0,2021,6,1,0,15,54
172,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.454544,0,66,113.25,90.156,84.45,34824,11.636364,26,34824,0.02330768,-0.12295584,0.00268128,0,2021,6,1,0,15,56
173,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.27273,0,66,113.25,90.156,84.45,34824,13.090909,26,34824,0.02330768,-0.12295584,0.00268128,0,2021,6,1,0,16,7
174,98.6753,50.417496,7.560413,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.27273,0,66,113.25,90.156,84.45,34824,13.090909,26,34824,0.01564688,-0.12123216,0.00612864,0,2021,6,1,0,16,9
175,98.6753,50.417496,7.560412,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.27273,0,66,113.25,90.156,84.45,34824,13.090909,26,34824,0.01717904,-0.12678625,0.00421344,0,2021,6,1,0,16,21
176,98.6753,50.417496,7.560412,0,650,0,0,0,0,0,0,0,0,0,0,25.65,2,0,0,0,0,0,412.35,0,0,64.27273,0,66,113.25,90.156,84.45,34824,13.090909,26,34824,0.01717904,-0.12678625,0.00421344,0,2021,6,1,0,16,22
